occupation,race,sex,age,education,education-num,hours-per-week,class
Prof-specialty,Other,Male,37,Bachelors,13,50,>50K
Tech-support,White,Male,22,Some-college,10,40,<=50K
Craft-repair,White,Male,43,12th,8,40,<=50K
?,White,Female,19,Some-college,10,30,<=50K
Exec-managerial,White,Male,36,Some-college,10,40,<=50K
Sales,White,Male,47,HS-grad,9,55,>50K
Other-service,Asian-Pac-Islander,Female,25,Assoc-voc,11,40,<=50K
Machine-op-inspct,White,Male,33,Some-college,10,40,<=50K
Machine-op-inspct,White,Female,27,Some-college,10,40,<=50K
Tech-support,White,Male,33,Some-college,10,70,<=50K
Transport-moving,White,Female,24,HS-grad,9,40,<=50K
Prof-specialty,White,Female,47,Some-college,10,40,<=50K
Exec-managerial,White,Male,48,10th,6,40,<=50K
Sales,White,Male,28,HS-grad,9,50,<=50K
Prof-specialty,White,Male,33,Bachelors,13,40,>50K
Machine-op-inspct,White,Male,44,Bachelors,13,40,>50K
Protective-serv,White,Male,33,Assoc-voc,11,56,<=50K
Adm-clerical,White,Female,26,Some-college,10,25,<=50K
Exec-managerial,White,Male,22,Assoc-voc,11,40,<=50K
Exec-managerial,White,Male,34,Some-college,10,55,>50K
Exec-managerial,White,Male,31,Some-college,10,45,<=50K
?,White,Female,73,HS-grad,9,15,<=50K
Exec-managerial,White,Male,38,Assoc-voc,11,40,<=50K
Prof-specialty,White,Female,51,Some-college,10,40,>50K
Exec-managerial,White,Male,36,Some-college,10,40,<=50K
Protective-serv,White,Male,29,Some-college,10,54,>50K
Sales,White,Male,64,HS-grad,9,15,>50K
Machine-op-inspct,White,Male,24,Some-college,10,55,<=50K
Exec-managerial,White,Female,21,Some-college,10,20,<=50K
Craft-repair,White,Male,28,Some-college,10,60,>50K
?,White,Male,18,11th,7,25,<=50K
Craft-repair,White,Male,41,HS-grad,9,50,<=50K
Other-service,White,Male,17,9th,5,16,<=50K
Prof-specialty,White,Male,58,Doctorate,16,50,>50K
Sales,White,Male,50,Bachelors,13,8,<=50K
Handlers-cleaners,Amer-Indian-Eskimo,Male,30,11th,7,40,<=50K
Craft-repair,White,Male,47,HS-grad,9,40,<=50K
Sales,White,Male,24,Some-college,10,20,<=50K
Exec-managerial,Black,Male,50,Some-college,10,40,<=50K
Prof-specialty,White,Male,29,Masters,14,55,<=50K
Prof-specialty,White,Male,31,Doctorate,16,40,>50K
Farming-fishing,White,Male,40,HS-grad,9,70,>50K
Sales,White,Female,31,Some-college,10,60,<=50K
Machine-op-inspct,Black,Male,53,9th,5,40,<=50K
Adm-clerical,White,Female,33,HS-grad,9,40,<=50K
Other-service,White,Male,43,Bachelors,13,40,<=50K
Exec-managerial,White,Female,56,Some-college,10,50,>50K
Exec-managerial,White,Female,38,Bachelors,13,50,>50K
Sales,White,Female,18,11th,7,30,<=50K
Exec-managerial,White,Male,50,HS-grad,9,40,>50K
Sales,White,Female,78,HS-grad,9,12,<=50K
Craft-repair,White,Male,27,11th,7,40,<=50K
Sales,White,Female,19,Some-college,10,25,<=50K
Tech-support,White,Female,24,Bachelors,13,40,<=50K
Sales,White,Male,20,Some-college,10,15,<=50K
Prof-specialty,White,Male,25,Masters,14,35,<=50K
Sales,White,Female,34,Bachelors,13,50,>50K
Sales,White,Male,30,Assoc-voc,11,35,<=50K
Prof-specialty,White,Female,37,Masters,14,40,<=50K
Machine-op-inspct,White,Male,38,HS-grad,9,48,>50K
Adm-clerical,Asian-Pac-Islander,Male,67,HS-grad,9,12,<=50K
Transport-moving,White,Male,35,HS-grad,9,30,<=50K
Farming-fishing,White,Male,75,HS-grad,9,30,<=50K
Exec-managerial,White,Female,47,Some-college,10,50,<=50K
Handlers-cleaners,White,Male,23,10th,6,40,<=50K
Adm-clerical,White,Female,51,HS-grad,9,8,<=50K
Other-service,Black,Male,42,HS-grad,9,40,<=50K
Tech-support,White,Female,32,Some-college,10,32,>50K
Sales,White,Female,54,HS-grad,9,35,<=50K
Handlers-cleaners,White,Female,20,Some-college,10,40,<=50K
Craft-repair,White,Male,39,HS-grad,9,40,>50K
Craft-repair,White,Male,41,HS-grad,9,38,>50K
Machine-op-inspct,White,Female,35,HS-grad,9,40,<=50K
Craft-repair,White,Male,45,Bachelors,13,35,>50K
Sales,White,Female,27,Bachelors,13,40,<=50K
Sales,White,Male,61,7th-8th,4,30,>50K
Sales,White,Male,41,HS-grad,9,50,<=50K
Tech-support,White,Male,22,Some-college,10,40,<=50K
Craft-repair,Black,Male,55,Some-college,10,40,>50K
?,White,Male,66,Bachelors,13,6,<=50K
Craft-repair,White,Male,25,Some-college,10,40,<=50K
Other-service,White,Female,20,Some-college,10,35,<=50K
Machine-op-inspct,Black,Female,20,Some-college,10,35,<=50K
Exec-managerial,White,Male,67,Bachelors,13,16,<=50K
Sales,White,Male,44,Some-college,10,60,>50K
Sales,White,Male,42,HS-grad,9,60,>50K
Adm-clerical,Other,Male,29,Some-college,10,40,<=50K
Craft-repair,White,Female,48,Some-college,10,38,>50K
Adm-clerical,Black,Female,25,HS-grad,9,40,<=50K
Other-service,White,Female,31,HS-grad,9,99,>50K
Sales,White,Female,48,Bachelors,13,70,>50K
Prof-specialty,White,Male,40,Masters,14,20,<=50K
Sales,White,Male,26,Some-college,10,40,<=50K
Other-service,White,Female,28,HS-grad,9,35,<=50K
Craft-repair,White,Male,52,Some-college,10,40,>50K
Prof-specialty,White,Male,41,HS-grad,9,40,<=50K
Farming-fishing,White,Female,39,Bachelors,13,50,<=50K
Adm-clerical,Black,Female,48,HS-grad,9,16,<=50K
Sales,White,Female,19,HS-grad,9,30,<=50K
Machine-op-inspct,White,Male,27,Some-college,10,40,<=50K
Sales,White,Male,59,Assoc-voc,11,50,<=50K
Sales,White,Male,19,Some-college,10,40,<=50K
Handlers-cleaners,White,Male,32,HS-grad,9,50,<=50K
Handlers-cleaners,White,Male,39,HS-grad,9,40,<=50K
Craft-repair,White,Male,33,HS-grad,9,40,<=50K
Handlers-cleaners,White,Male,38,HS-grad,9,40,<=50K
Farming-fishing,White,Male,27,Some-college,10,45,<=50K
Exec-managerial,White,Female,23,HS-grad,9,45,<=50K
?,White,Male,59,Assoc-voc,11,48,<=50K
Adm-clerical,Asian-Pac-Islander,Male,25,Bachelors,13,20,<=50K
Sales,White,Male,37,Assoc-acdm,12,68,<=50K
Transport-moving,White,Male,31,HS-grad,9,65,<=50K
Sales,White,Female,24,Assoc-acdm,12,37,<=50K
Adm-clerical,White,Female,53,Bachelors,13,38,<=50K
Handlers-cleaners,Black,Male,26,Some-college,10,40,<=50K
Adm-clerical,White,Female,25,Some-college,10,40,>50K
Machine-op-inspct,White,Male,59,11th,7,40,<=50K
Adm-clerical,White,Female,39,HS-grad,9,40,<=50K
Handlers-cleaners,White,Male,28,Some-college,10,40,<=50K
Handlers-cleaners,White,Male,22,HS-grad,9,40,<=50K
Craft-repair,White,Male,20,HS-grad,9,40,<=50K
Other-service,White,Female,25,Some-college,10,40,<=50K
Craft-repair,White,Male,27,Some-college,10,50,<=50K
Sales,White,Male,20,HS-grad,9,40,<=50K
?,Black,Female,63,Some-college,10,24,<=50K
Farming-fishing,White,Male,43,10th,6,25,<=50K
Adm-clerical,White,Female,39,Some-college,10,40,<=50K
Prof-specialty,White,Male,27,Bachelors,13,45,<=50K
Sales,White,Female,17,10th,6,5,<=50K
Prof-specialty,White,Male,40,Prof-school,15,72,<=50K
Craft-repair,White,Male,50,Some-college,10,48,>50K
Adm-clerical,White,Female,23,Bachelors,13,35,<=50K
Sales,White,Male,60,HS-grad,9,65,>50K
Exec-managerial,White,Female,30,HS-grad,9,40,<=50K
Handlers-cleaners,White,Male,24,HS-grad,9,50,<=50K
Adm-clerical,White,Female,23,Bachelors,13,20,<=50K
Prof-specialty,White,Male,24,Bachelors,13,30,<=50K
Craft-repair,White,Male,45,Bachelors,13,20,<=50K
Exec-managerial,White,Male,58,Some-college,10,60,>50K
Sales,White,Male,22,Some-college,10,20,<=50K
Handlers-cleaners,White,Male,41,Some-college,10,40,<=50K
Machine-op-inspct,White,Male,48,7th-8th,4,40,>50K
Machine-op-inspct,White,Male,31,HS-grad,9,40,<=50K
Prof-specialty,White,Male,33,Prof-school,15,50,>50K
Exec-managerial,White,Male,49,Bachelors,13,50,<=50K
Prof-specialty,White,Male,30,Bachelors,13,50,>50K
Craft-repair,White,Male,38,HS-grad,9,40,<=50K
Transport-moving,White,Male,58,HS-grad,9,48,<=50K
Prof-specialty,White,Female,58,Bachelors,13,50,<=50K
Exec-managerial,White,Male,61,HS-grad,9,40,<=50K
Sales,White,Male,58,HS-grad,9,40,>50K
Tech-support,White,Male,32,Assoc-voc,11,45,>50K
Craft-repair,White,Male,33,HS-grad,9,50,<=50K
Exec-managerial,White,Female,28,Bachelors,13,50,>50K
Other-service,White,Female,22,Some-college,10,11,<=50K
Craft-repair,White,Male,35,HS-grad,9,40,>50K
Sales,White,Male,59,HS-grad,9,55,<=50K
Exec-managerial,Asian-Pac-Islander,Male,45,Prof-school,15,40,>50K
Sales,Black,Male,50,HS-grad,9,40,<=50K
Exec-managerial,White,Female,56,12th,8,40,<=50K
Craft-repair,White,Male,36,HS-grad,9,40,<=50K
?,White,Male,18,10th,6,30,<=50K
Sales,Amer-Indian-Eskimo,Male,28,Some-college,10,60,<=50K
Prof-specialty,Black,Male,42,Assoc-voc,11,40,>50K
Other-service,White,Male,60,HS-grad,9,40,<=50K
Sales,White,Male,41,Some-college,10,91,<=50K
Tech-support,White,Male,42,Bachelors,13,45,>50K
Craft-repair,White,Male,36,HS-grad,9,55,>50K
Prof-specialty,White,Male,52,Masters,14,40,>50K
Transport-moving,White,Male,42,HS-grad,9,40,<=50K
Protective-serv,White,Male,26,Some-college,10,55,>50K
Prof-specialty,White,Female,31,Bachelors,13,40,<=50K
Sales,White,Female,47,5th-6th,3,40,<=50K
Machine-op-inspct,White,Male,35,Some-college,10,50,<=50K
Handlers-cleaners,White,Male,19,9th,5,25,<=50K
Sales,White,Female,59,Some-college,10,80,>50K
Exec-managerial,White,Male,38,Bachelors,13,40,>50K
Exec-managerial,White,Male,36,Bachelors,13,50,<=50K
Exec-managerial,White,Female,35,Masters,14,55,<=50K
Farming-fishing,White,Male,39,HS-grad,9,30,<=50K
Other-service,White,Male,64,Some-college,10,40,<=50K
Other-service,White,Female,17,10th,6,25,<=50K
Other-service,White,Male,49,Some-college,10,32,<=50K
Other-service,White,Female,19,Some-college,10,25,<=50K
Prof-specialty,White,Female,36,HS-grad,9,40,<=50K
Handlers-cleaners,White,Male,26,HS-grad,9,45,<=50K
Priv-house-serv,White,Female,27,5th-6th,3,40,<=50K
Prof-specialty,White,Male,66,Bachelors,13,40,>50K
Adm-clerical,White,Male,38,7th-8th,4,40,<=50K
Exec-managerial,White,Female,25,Bachelors,13,25,<=50K
Prof-specialty,White,Female,19,HS-grad,9,40,<=50K
Craft-repair,White,Male,30,Assoc-acdm,12,50,>50K
Exec-managerial,Asian-Pac-Islander,Male,22,Assoc-voc,11,40,<=50K
Craft-repair,White,Male,60,Some-college,10,44,>50K
Tech-support,White,Male,54,Some-college,10,18,>50K
Craft-repair,White,Male,46,HS-grad,9,37,<=50K
Other-service,White,Male,33,Some-college,10,40,<=50K
Exec-managerial,White,Female,51,Masters,14,40,<=50K
Prof-specialty,White,Male,43,Prof-school,15,60,>50K
?,White,Female,18,HS-grad,9,30,<=50K
Farming-fishing,White,Male,60,HS-grad,9,25,<=50K
Farming-fishing,White,Male,39,HS-grad,9,60,<=50K
Tech-support,White,Female,23,Bachelors,13,40,<=50K
Tech-support,White,Female,39,Assoc-acdm,12,40,<=50K
Exec-managerial,White,Male,40,Some-college,10,40,<=50K
Exec-managerial,White,Male,48,Some-college,10,65,>50K
Handlers-cleaners,White,Male,24,HS-grad,9,40,<=50K
Handlers-cleaners,White,Male,32,HS-grad,9,40,<=50K
Craft-repair,White,Male,31,Some-college,10,60,<=50K
Machine-op-inspct,Black,Male,39,HS-grad,9,40,<=50K
Exec-managerial,White,Female,27,Masters,14,40,<=50K
Adm-clerical,Black,Male,45,Masters,14,38,<=50K
?,Black,Female,22,HS-grad,9,40,<=50K
Craft-repair,Asian-Pac-Islander,Male,31,Bachelors,13,40,<=50K
Exec-managerial,White,Female,63,HS-grad,9,40,<=50K
Exec-managerial,White,Male,45,Bachelors,13,50,>50K
Adm-clerical,White,Female,28,Some-college,10,50,<=50K
Sales,White,Female,23,Bachelors,13,40,<=50K
Craft-repair,White,Male,50,HS-grad,9,44,>50K
Protective-serv,White,Male,33,12th,8,40,<=50K
?,White,Male,22,Some-college,10,40,<=50K
Sales,White,Male,27,Bachelors,13,46,>50K
Transport-moving,White,Male,29,Some-college,10,40,<=50K
Adm-clerical,White,Female,36,HS-grad,9,35,<=50K
Craft-repair,White,Male,60,1st-4th,2,40,>50K
Transport-moving,White,Male,46,Bachelors,13,50,<=50K
?,White,Female,67,Masters,14,40,<=50K
?,White,Female,20,Some-college,10,15,<=50K
Sales,White,Male,23,Bachelors,13,55,<=50K
Exec-managerial,White,Male,38,HS-grad,9,50,<=50K
Exec-managerial,White,Male,60,Prof-school,15,40,>50K
Craft-repair,White,Female,20,Some-college,10,35,<=50K
Machine-op-inspct,Black,Female,37,Some-college,10,48,<=50K
Craft-repair,White,Male,37,HS-grad,9,40,<=50K
Craft-repair,White,Male,58,HS-grad,9,40,<=50K
Craft-repair,White,Male,25,Bachelors,13,30,<=50K
Adm-clerical,White,Female,27,Some-college,10,60,<=50K
Machine-op-inspct,White,Male,33,Some-college,10,55,<=50K
Adm-clerical,White,Female,43,Some-college,10,40,<=50K
Tech-support,Black,Male,21,Some-college,10,20,<=50K
Craft-repair,Other,Male,45,HS-grad,9,40,<=50K
Machine-op-inspct,Black,Male,44,5th-6th,3,40,<=50K
?,White,Male,52,7th-8th,4,40,<=50K
Prof-specialty,White,Male,53,HS-grad,9,46,>50K
Other-service,Black,Female,31,HS-grad,9,20,<=50K
Other-service,Asian-Pac-Islander,Male,18,11th,7,15,<=50K
Other-service,White,Female,20,HS-grad,9,30,<=50K
Machine-op-inspct,White,Male,32,HS-grad,9,40,<=50K
Transport-moving,Black,Male,48,10th,6,40,<=50K
Other-service,Black,Male,46,HS-grad,9,40,<=50K
Machine-op-inspct,White,Male,28,HS-grad,9,50,<=50K
Sales,Black,Male,27,HS-grad,9,40,<=50K
Sales,White,Female,18,Some-college,10,32,<=50K
Exec-managerial,White,Male,69,HS-grad,9,12,>50K
Sales,White,Male,50,Masters,14,40,>50K
Machine-op-inspct,White,Female,43,HS-grad,9,40,<=50K
Sales,White,Female,32,Bachelors,13,30,<=50K
Exec-managerial,White,Female,43,HS-grad,9,48,<=50K
Sales,White,Male,52,HS-grad,9,55,>50K
Exec-managerial,White,Male,50,Bachelors,13,40,>50K
Exec-managerial,White,Female,35,Some-college,10,40,>50K
?,White,Female,20,HS-grad,9,5,<=50K
?,White,Female,73,HS-grad,9,65,<=50K
Adm-clerical,White,Female,46,HS-grad,9,45,<=50K
Transport-moving,White,Male,58,HS-grad,9,60,>50K
Prof-specialty,White,Male,46,Prof-school,15,60,>50K
Craft-repair,White,Male,40,HS-grad,9,50,<=50K
Adm-clerical,White,Male,25,Bachelors,13,40,<=50K
Adm-clerical,White,Female,22,Assoc-acdm,12,25,<=50K
Prof-specialty,White,Male,33,Bachelors,13,40,<=50K
Craft-repair,White,Male,49,Assoc-voc,11,40,<=50K
Prof-specialty,White,Female,62,10th,6,40,<=50K
Protective-serv,Black,Male,56,Some-college,10,48,<=50K
Transport-moving,White,Female,24,HS-grad,9,40,<=50K
Other-service,White,Female,42,HS-grad,9,40,<=50K
Exec-managerial,White,Female,41,Masters,14,40,<=50K
Other-service,White,Male,23,Bachelors,13,66,<=50K
?,White,Male,22,Some-college,10,40,<=50K
Adm-clerical,White,Male,35,Bachelors,13,40,<=50K
Handlers-cleaners,Asian-Pac-Islander,Male,42,HS-grad,9,40,<=50K
Machine-op-inspct,White,Male,22,HS-grad,9,40,<=50K
Craft-repair,White,Male,32,HS-grad,9,50,<=50K
Craft-repair,White,Male,25,HS-grad,9,40,<=50K
Priv-house-serv,Black,Female,66,5th-6th,3,15,<=50K
Protective-serv,White,Male,26,HS-grad,9,38,<=50K
Transport-moving,White,Male,46,Some-college,10,55,<=50K
Exec-managerial,White,Male,55,Bachelors,13,45,>50K
Craft-repair,White,Male,24,HS-grad,9,40,<=50K
Sales,White,Male,25,HS-grad,9,40,<=50K
Adm-clerical,White,Female,22,Some-college,10,40,<=50K
Other-service,White,Male,31,HS-grad,9,40,<=50K
Adm-clerical,White,Female,30,HS-grad,9,40,<=50K
Other-service,White,Male,54,HS-grad,9,15,<=50K
?,White,Female,19,Some-college,10,40,<=50K
Craft-repair,White,Female,56,9th,5,40,>50K
Craft-repair,Asian-Pac-Islander,Male,47,HS-grad,9,60,<=50K
Craft-repair,Black,Male,29,HS-grad,9,40,<=50K
Craft-repair,White,Male,53,HS-grad,9,40,<=50K
Machine-op-inspct,Black,Female,22,HS-grad,9,40,<=50K
?,Black,Male,50,Bachelors,13,60,>50K
Exec-managerial,White,Female,42,HS-grad,9,40,>50K
Sales,White,Male,21,Some-college,10,40,<=50K
Other-service,White,Female,36,HS-grad,9,70,<=50K
Sales,White,Male,60,5th-6th,3,40,>50K
Sales,White,Female,69,Assoc-voc,11,25,<=50K
Transport-moving,Amer-Indian-Eskimo,Male,31,HS-grad,9,40,<=50K
Adm-clerical,White,Female,48,Some-college,10,55,<=50K
Exec-managerial,White,Female,23,HS-grad,9,40,<=50K
Craft-repair,Asian-Pac-Islander,Male,24,Assoc-acdm,12,40,>50K
Adm-clerical,Black,Male,47,HS-grad,9,40,>50K
Machine-op-inspct,Amer-Indian-Eskimo,Female,36,HS-grad,9,40,<=50K
Exec-managerial,White,Male,39,Assoc-acdm,12,50,>50K
Transport-moving,White,Female,22,HS-grad,9,46,<=50K
Sales,White,Male,27,Bachelors,13,45,>50K
Machine-op-inspct,White,Male,36,HS-grad,9,40,<=50K
Other-service,White,Male,54,1st-4th,2,40,<=50K
Adm-clerical,White,Female,33,HS-grad,9,40,<=50K
Prof-specialty,White,Male,42,HS-grad,9,50,>50K
Sales,White,Male,52,Some-college,10,65,<=50K
Sales,White,Male,23,Bachelors,13,32,<=50K
Handlers-cleaners,White,Male,33,1st-4th,2,40,<=50K
Adm-clerical,White,Female,30,Assoc-voc,11,38,<=50K
Tech-support,Black,Male,35,Assoc-voc,11,38,<=50K
?,White,Female,35,Assoc-voc,11,20,>50K
Handlers-cleaners,White,Male,27,HS-grad,9,37,<=50K
Other-service,White,Male,24,HS-grad,9,35,<=50K
Machine-op-inspct,White,Male,44,HS-grad,9,40,<=50K
Priv-house-serv,Black,Female,62,Assoc-voc,11,20,<=50K
Exec-managerial,White,Male,45,Bachelors,13,40,>50K
Farming-fishing,White,Male,75,HS-grad,9,20,<=50K
Prof-specialty,White,Male,47,Bachelors,13,50,<=50K
Exec-managerial,White,Male,64,Prof-school,15,60,<=50K
Tech-support,White,Male,54,HS-grad,9,42,>50K
Exec-managerial,White,Male,41,Bachelors,13,40,>50K
Craft-repair,White,Male,33,Assoc-acdm,12,40,<=50K
Adm-clerical,White,Female,20,Some-college,10,10,<=50K
Sales,White,Male,51,Bachelors,13,50,>50K
Craft-repair,White,Male,45,Prof-school,15,50,>50K
?,White,Male,18,11th,7,72,<=50K
Transport-moving,White,Male,43,10th,6,40,<=50K
Craft-repair,White,Male,30,HS-grad,9,40,<=50K
Adm-clerical,White,Female,32,HS-grad,9,40,<=50K
Craft-repair,White,Male,45,Some-college,10,40,>50K
Sales,White,Female,61,Some-college,10,40,<=50K
Other-service,White,Male,21,1st-4th,2,40,<=50K
Craft-repair,White,Male,56,11th,7,49,<=50K
Handlers-cleaners,White,Male,28,HS-grad,9,60,<=50K
Handlers-cleaners,Black,Female,23,Some-college,10,40,<=50K
Transport-moving,White,Male,55,Some-college,10,84,<=50K
?,White,Male,27,Some-college,10,20,<=50K
Transport-moving,White,Male,33,HS-grad,9,70,<=50K
Adm-clerical,White,Female,22,Some-college,10,20,<=50K
Exec-managerial,White,Male,43,Assoc-voc,11,40,<=50K
Exec-managerial,White,Female,32,HS-grad,9,40,<=50K
Sales,White,Female,38,Some-college,10,40,<=50K
Farming-fishing,White,Male,18,9th,5,20,<=50K
Craft-repair,White,Male,35,Some-college,10,50,>50K
?,White,Female,67,HS-grad,9,40,<=50K
Machine-op-inspct,White,Female,29,HS-grad,9,40,<=50K
Handlers-cleaners,White,Male,19,1st-4th,2,55,<=50K
Craft-repair,White,Male,39,11th,7,35,<=50K
Exec-managerial,White,Male,29,Some-college,10,50,>50K
Prof-specialty,White,Male,45,Prof-school,15,55,>50K
Machine-op-inspct,White,Male,44,Some-college,10,40,>50K
Craft-repair,White,Male,42,7th-8th,4,40,<=50K
Sales,White,Male,34,Bachelors,13,40,<=50K
Tech-support,White,Male,52,Bachelors,13,40,<=50K
?,White,Male,18,11th,7,25,<=50K
Farming-fishing,White,Male,64,HS-grad,9,25,<=50K
Sales,White,Male,30,Bachelors,13,45,>50K
Exec-managerial,White,Male,43,Bachelors,13,42,<=50K
Craft-repair,White,Male,49,Some-college,10,40,<=50K
Prof-specialty,White,Male,35,Some-college,10,40,>50K
Prof-specialty,White,Male,37,Prof-school,15,50,>50K
Handlers-cleaners,White,Male,49,7th-8th,4,40,<=50K
Other-service,White,Female,19,11th,7,40,<=50K
Exec-managerial,White,Male,22,Bachelors,13,4,<=50K
Other-service,Black,Male,31,HS-grad,9,40,<=50K
Craft-repair,White,Male,26,Some-college,10,40,<=50K
Sales,White,Male,44,Some-college,10,55,<=50K
Other-service,White,Female,38,Some-college,10,40,<=50K
Sales,White,Male,33,HS-grad,9,60,<=50K
?,Black,Female,24,HS-grad,9,37,<=50K
Other-service,White,Male,18,12th,8,20,<=50K
Tech-support,Black,Female,32,Assoc-voc,11,40,<=50K
Adm-clerical,White,Female,27,HS-grad,9,40,<=50K
Exec-managerial,Black,Male,28,Masters,14,40,<=50K
Craft-repair,White,Male,30,Assoc-voc,11,40,<=50K
Other-service,Black,Male,33,HS-grad,9,38,<=50K
Sales,White,Female,74,Masters,14,10,<=50K
Craft-repair,Asian-Pac-Islander,Male,36,HS-grad,9,70,<=50K
Tech-support,White,Male,36,Assoc-acdm,12,55,<=50K
Adm-clerical,White,Female,29,HS-grad,9,20,<=50K
Exec-managerial,White,Female,39,Bachelors,13,45,<=50K
Sales,White,Male,25,Bachelors,13,80,<=50K
Farming-fishing,White,Male,21,HS-grad,9,40,<=50K
Exec-managerial,White,Female,39,Assoc-voc,11,50,<=50K
Prof-specialty,White,Female,38,Some-college,10,32,<=50K
Sales,Asian-Pac-Islander,Female,20,HS-grad,9,25,<=50K
Craft-repair,White,Male,51,HS-grad,9,40,<=50K
Adm-clerical,White,Female,21,HS-grad,9,40,<=50K
Prof-specialty,White,Female,36,Some-college,10,40,<=50K
Other-service,Black,Female,50,HS-grad,9,40,<=50K
Exec-managerial,White,Male,38,HS-grad,9,55,>50K
Prof-specialty,White,Female,25,Bachelors,13,40,<=50K
Sales,White,Female,23,Some-college,10,15,<=50K
Exec-managerial,White,Male,36,Bachelors,13,55,>50K
Prof-specialty,White,Male,41,Bachelors,13,40,<=50K
Exec-managerial,White,Female,34,Masters,14,50,<=50K
Other-service,White,Male,19,Some-college,10,10,<=50K
Other-service,White,Female,18,10th,6,3,<=50K
Sales,White,Male,36,10th,6,40,<=50K
Transport-moving,White,Male,46,Some-college,10,40,>50K
Craft-repair,White,Male,29,Some-college,10,45,<=50K
Exec-managerial,White,Female,23,HS-grad,9,32,<=50K
Handlers-cleaners,White,Male,35,HS-grad,9,40,<=50K
Transport-moving,White,Male,35,HS-grad,9,40,<=50K
Transport-moving,White,Male,40,HS-grad,9,40,<=50K
Transport-moving,Asian-Pac-Islander,Male,22,Some-college,10,40,<=50K
Adm-clerical,White,Female,19,Some-college,10,15,<=50K
Transport-moving,White,Male,70,11th,7,40,<=50K
Transport-moving,Black,Male,38,Some-college,10,55,<=50K
Sales,White,Male,35,Some-college,10,50,<=50K
Other-service,White,Female,25,Some-college,10,35,<=50K
Craft-repair,White,Male,39,Some-college,10,45,>50K
Prof-specialty,Black,Male,50,Doctorate,16,37,>50K
Prof-specialty,White,Male,43,Assoc-acdm,12,50,<=50K
Adm-clerical,White,Male,37,Some-college,10,40,>50K
Other-service,White,Male,51,HS-grad,9,40,>50K
?,White,Female,29,10th,6,12,<=50K
