MeanAtomicMass,MeanAtomicValN,MeanAtomicMagnMom,MeanAtomicElNeg,MaxDiffAtomicMass,MaxDiffAtomicElNeg,T_c(K)
58.5,3.98,1.41,2.51,191.2,2.55,78
58.33,4.55,2.55,1.68,67.77,0.33,6.9
85.37,5.08,2,1.43,32.53,0.58,2.98
93.86,4.11,2,1.63,141.25,2.49,10
47.78,4.09,1.48,2.52,128.24,2.55,67
53.08,7.34,1.68,1.95,156.45,1.31,6.6
117.02,5.71,2.29,2.03,122.45,1.15,1.4
190.93,8.57,3.43,2.14,6.01,0.3,0.61
25.35,2.28,0.28,1.56,229.02,0.27,0.56
157.45,6.83,2.5,1.87,103.31,0.98,2.4
58.3,4.43,1.61,2.57,192.98,2.49,47.3
49.85,4.51,2.53,1.59,45.04,0.09,7.5
107.02,9.2,0,2.15,5.99,0.51,6.92
59.35,5.25,2.36,2.56,128.24,2.32,9.5
61.11,4.46,1.66,2.55,192.98,2.49,71
51.72,3.97,1.38,2.51,121.33,2.55,57.7
53.49,3.95,1.39,2.48,124.91,2.55,33.9
95.66,6,4.3,1.79,13.51,0.6,1.22
89.26,2.62,1.07,1.69,192.98,2.65,109
92.32,4.65,3.95,1.51,1.68,0.27,10.6
80.63,7.05,3.05,2.04,71.75,0.72,14
165.18,3.75,1.75,1.45,70.07,0.92,0.64
67.29,7.01,3.01,2.19,23.13,0.72,8.21
34.21,3.54,2.09,1.91,82.1,0.82,9.3
78.23,3.23,1.01,1.75,191.2,2.49,64.1
51.16,4.12,1.35,2.52,191.2,2.49,99.3
182.46,6,3,2.08,106.07,0.26,3.2
69.65,6.79,1.86,1.75,34.21,0.58,2.4
139.02,3.05,1.05,1.1,11.45,0.07,4.5
85.99,7,3,1.99,95.54,0.75,6.8
74.48,4.25,2.25,1.93,175.4,1.33,4.7
92.39,4.85,2.81,1.91,141.25,2.32,12.1
49.72,3.94,1.4,2.54,121.33,2.55,47.5
52.59,4.04,1.43,2.52,124.91,2.55,62.5
110.44,4.03,1.26,1.7,81.42,0.79,0.88
90.72,3.87,1.87,1.98,220.03,1.33,14.6
49.65,4.04,1.43,2.54,121.33,2.55,50
92.03,6.67,3.47,2.22,94.08,2.55,6
41.52,3.83,1.28,2.47,121.33,2.55,80
80.23,2.56,0.84,1.77,191.2,2.49,26.5
100.93,9.2,0.4,2.27,27.45,0.35,0.42
42.54,7.09,1.59,1.92,51.53,1.24,6.3
57.01,4.55,3.45,2.11,171.83,0.95,11.6
58.72,4.05,1.31,2.48,188.38,2.55,112
60.57,4.44,1.64,2.55,192.98,2.49,87.1
59.12,5.11,2.24,2.56,128.24,2.34,25.2
55.14,6.13,2.7,2.02,55.98,1.65,25.1
93.47,4.67,2.67,1.52,130.01,0.33,9.11
51.9,5,1.64,2.78,188.38,2.49,83.5
90.33,2.71,1.11,1.73,192.98,2.49,110
96.66,6.5,5,1.82,5,0.3,10.5
114.29,6.74,5.26,2.18,99.13,0.12,4.62
102.14,2.5,0.5,1.38,73.53,0.55,1.04
50.45,3.95,1.38,2.52,136.32,2.55,86
138.06,4.85,1.85,2.07,92.38,0.55,4.8
57.36,4.03,1.35,2.43,184.59,2.49,57
68.7,4.9,1.9,2.65,192.98,2.62,13
60.72,5.67,2.79,2.57,141.25,2.32,15
53.46,5,4,2.32,78.9,1.84,17.3
77.39,7.78,3.23,2.18,146.5,2.76,45
56.52,4.55,1.91,2.52,141.25,2.55,42.4
74.3,4.25,2.75,1.48,45.04,0.27,7.7
51.29,4.02,1.4,2.52,124.91,2.55,71.2
47.9,4.72,2.69,1.68,112.03,0.78,15.32
53.32,4,1.39,2.51,122.91,2.55,50.1
67.14,4.4,1.54,2.59,158.97,2.55,71.9
96.98,3.36,1.36,2.03,191.2,2.49,22
54.78,4.6,1.53,2.54,148.93,2.55,82
79.25,4.76,4.36,1.67,82.1,0.44,4.7
76.4,5.67,4,1.7,64.82,0.31,7.7
113.44,5.67,2.33,2.07,15.8,0.32,0.6
56.69,4.64,1.79,2.55,124.91,2.49,27
54.82,4.33,1.72,2.46,135.97,3.44,28
42.35,3.82,1.18,2.44,121.33,3.09,90
87.62,4.96,4.32,1.65,33.97,0.28,8.1
91.08,2.67,0.96,1.71,191.2,2.49,90
79.65,2.22,0.88,1.82,122.91,2.55,45.4
55.99,4.36,1.75,2.45,135.97,3.44,38.8
49.61,4.11,1.43,2.57,122.91,2.55,88.1
22.72,4.02,1.72,2.2,40.93,2.46,10.9
55.37,4.53,2.53,1.67,18.78,0.18,14.6
51.17,4,1.38,2.52,121.33,2.55,90.5
88.87,3.04,1.29,1.79,192.98,2.44,20.2
53.62,4.23,1.69,2.49,135.97,3.44,40
66.94,4.66,1.75,2.6,192.98,2.49,77.8
87.31,4.25,2.75,1.42,45.04,0.27,7.5
57.19,4.41,1.56,2.55,122.91,2.49,32
92.56,4.71,3.92,1.55,4.73,0.83,8.8
10.37,2.68,1.56,2.28,38.09,1.73,18
81.58,2.59,0.87,1.78,191.2,2.49,22.5
123.03,6.3,5.7,2.08,90.26,0.26,15
52.67,4.8,1.33,2.46,157.06,3.44,80
50.03,4.31,1.51,2.54,121.33,2.55,80
80.31,2.4,0.97,1.74,128.24,2.55,69
57.12,4.42,1.56,2.55,122.91,2.49,29
128.41,6.5,2.17,2.08,176.22,2.22,2.4
60.28,5.54,2.86,1.79,35.82,1.36,10.5
81.08,3.99,1.09,1.75,170.21,2.49,47
72,6.26,3.42,1.87,50.13,0.57,2.12
56.96,4.43,1.61,2.57,192.98,2.49,67
54.16,5.25,1.75,2.03,126.89,1.45,2.29
167.47,6.5,2.5,1.79,129.13,0.98,0.36
82.81,3.83,1.17,1.87,172.66,1.23,2.9
53.07,4.03,1.43,2.51,124.91,2.55,16.3
71.87,5.8,2.45,2.16,124.12,2.86,9.8
59.61,4,2.98,1.89,105.41,0.6,3.89
56.3,4.4,1.54,2.55,122.91,2.49,30
76.93,7.11,3.11,2.05,71.75,0.72,14.4
173.62,6.33,3,2.11,106.07,0.26,2.2
56.81,4.41,1.55,2.55,122.91,2.49,34.61
59.53,5.24,2.37,2.56,128.24,2.32,20
79.08,6.4,2,1.81,106.35,1.3,3.24
55.53,4.8,1.6,2.78,98.82,1.66,3.4
70.87,5.53,2.47,2.15,122.91,2.88,21
52.67,7.17,1.84,1.95,154.12,1.32,4.8
73.78,4.54,1.48,2.55,192.98,2.62,11
52.59,4.01,1.39,2.53,124.91,2.55,42
148.41,4.5,1.7,2.23,69.37,0.44,1.99
48.7,5,2,2.61,134.36,2.49,12
65.89,1.76,0.52,1.54,184.59,2.55,105.1
79.8,5.52,2.29,2.18,157.96,1.65,4.4
50.86,4.08,1.31,2.48,188.38,2.55,113.4
46.34,4.12,1.35,2.5,191.2,2.49,62
63.42,4.94,1.99,2.04,31.1,1.01,2
75.5,4.48,3.94,1.6,65.92,0.07,16
77.79,4.51,3.98,1.61,156.86,0.76,17.2
57.67,4.44,1.57,2.56,122.91,2.34,32
67.32,5,4.35,2.07,78.9,1.44,5.5
132.9,3.01,1,1.27,25.3,0.68,7.01
112.45,2,0,1.66,176.29,0.69,1.39
95.77,5,3,1.59,130.01,0.13,4.3
59.22,4.41,1.6,2.55,192.98,2.49,78
51.15,4.07,1.43,2.52,121.33,2.55,91.1
49.89,5.03,2.97,1.68,34.94,1.81,2.4
69.45,4.68,1.76,2.61,192.98,2.49,7.05
186.4,1.41,1.14,2.46,78.26,0.58,0.43
97,3.08,1.27,1.77,192.98,2.49,68
71.31,4.8,3.8,1.6,45.04,0.09,8.5
195.41,6,4.6,1.61,142.08,0.78,1.97
67.29,7.01,3.01,2.19,23.13,0.72,6
87.76,7.01,3.01,2,71.75,0.72,12.7
207.31,4.06,2.06,2.31,1.78,0.31,7.35
212.38,6.57,3.71,1.46,179.34,0.53,0.53
78.58,4.84,1.64,2.69,192.98,2.55,10.3
52.13,3.89,1.34,2.47,121.33,2.55,32.4
58.2,3.09,1.09,1.56,59.54,0.95,4.2
48.29,4.21,1.32,2.48,188.38,2.55,105
47.55,4.09,1.43,2.6,122.91,2.55,80
58.52,4.41,1.56,2.55,122.91,2.55,27
101.66,5.83,1.5,1.81,188.14,1.3,3.19
104.16,5.57,3.57,2.25,125.41,0.93,6.5
59.34,5.25,2.36,2.56,128.24,2.32,16
57.46,3.84,1.32,2.45,158.97,2.55,58
57.26,4.45,1.85,2.51,162.49,2.55,81.8
136.19,6.62,2.25,2.19,128.67,0.65,2.3
82.68,5.6,2.8,1.81,81.48,1.31,9.31
50.6,5.24,2.14,2.53,135.97,3.44,44
88.21,5.55,3.47,2.34,28.9,0.62,5.96
87.96,4.65,4.18,1.65,91.73,0.41,14.4
93.88,5.16,2.95,2.55,171.83,1.08,3.85
56.74,4.41,1.55,2.55,122.91,2.49,39.3
60.32,4.58,1.58,2.44,146.5,2.55,90
190.65,3,1.67,1.51,124.17,0.63,2.26
54.17,3.7,1.7,1.77,109.24,1.12,4
49.62,3.94,1.4,2.54,121.33,2.55,80
49.19,4.99,2.03,2.52,135.97,3.44,20
52.73,4.01,1.28,2.48,188.38,3.44,124.5
88.05,4.72,4.24,1.64,33.97,0.28,12.2
65.2,5.5,3.5,2.35,75.81,0.65,8.9
91.17,3.34,1.88,1.73,141.25,2.55,89.1
57.45,3.89,1.32,2.41,128.24,2.55,93.2
62.43,6.25,2.5,2.28,74.36,0.98,2.76
45.81,4.1,1.46,2.53,170.21,2.49,39.1
207.14,4.2,2.2,1.86,4.6,0.4,6
78.24,3,1,2.61,88.87,2.05,0.07
116.19,2.98,0.98,1.78,85.77,0.22,3.34
56.29,4.41,1.54,2.55,122.91,2.49,21.3
82.38,5.32,2,1.47,43.36,0.58,3.65
142.13,6.2,2.6,1.98,119.59,0.7,3.9
73.41,5.57,2.9,1.9,90.26,0.87,6.4
60.01,4.25,2.73,1.55,133.08,0.1,7.4
70.49,4.78,1.87,2.6,192.98,2.49,30.07
52.5,4.04,1.43,2.52,124.91,2.55,57.4
118.68,4.97,1.98,2.03,54.97,0.32,0.68
87.4,3.24,1.21,1.88,122.91,2.49,32.1
71.73,5.38,2.38,2.15,122.91,2.88,19.9
52.03,4.37,1.71,2.53,141.25,2.55,30
33,4.8,1.72,2.37,58.92,2.44,36
79.98,5.59,2.81,1.78,81.48,1.29,12.5
121.23,5.62,2.38,2.22,130.01,1.05,1.8
109.37,6.23,2.06,2.36,131.54,0.65,1.64
124.01,5.32,4.64,1.87,82.54,0.86,1
95.94,7,1.8,2.11,145.69,0.93,3.7
50.06,5.3,1.8,2.06,220.03,1.33,6.54
139.47,11.67,0.33,0.69,157.06,3.44,78.6
53.83,6,1.6,1.95,164.16,1.32,13.3
72.11,5.52,2.88,1.78,98.23,1.36,38.6
43.86,4.08,1.38,2.53,126.52,2.55,24
52.16,3.99,1.4,2.51,124.91,2.55,80
51.04,4,1,2.31,71.62,2.49,20
58.63,5.03,2.15,2.56,141.25,2.32,17.4
19.8,4.83,1.83,2.71,40.93,2.46,12.15
79.36,4.21,1.54,2.39,192.98,2.65,7.5
56.82,4.41,1.55,2.55,122.91,2.49,13.7
80.82,5.47,2.27,1.51,32.29,0.55,5.72
80.19,4.32,2.02,1.92,121.33,2.55,4.24
105.34,5.35,1.94,2.02,122.45,1.18,8.54
74.32,6.76,3.74,2.16,134.36,2.27,5.13
60.52,4.05,1.3,2.44,184.59,2.49,49.7
51.09,4,1.38,2.52,121.33,2.55,90
51.52,4.04,1.41,2.53,122.91,2.55,80.5
162.96,6.87,3.13,1.9,130.97,0.9,2.87
60.09,4.56,1.66,2.57,192.98,2.49,91.7
57.45,4.86,1.46,2.52,151.26,2.55,76
37.32,4.04,1.33,2.52,76.81,2.49,105
44.44,5.1,3.66,2.53,78.9,1.84,11.3
59.2,4.4,1.63,2.51,192.98,2.51,91
103.75,4.7,1.9,1.88,78.63,1.28,8.7
89.07,5.67,3,1.9,26.15,0.87,11.9
53.58,4.08,1.47,2.51,124.91,2.55,14.4
55.07,4.34,1.73,2.52,162.49,2.55,86.3
53.96,3.85,1.2,2.45,184.59,2.55,118.5
55.35,6.16,2.56,2.29,74.36,0.98,6.6
42.09,4.11,1.42,2.58,72.91,2.49,67
72.83,6.28,3.23,2.16,128.24,2.84,53
23.71,2.62,0.72,1.86,186.16,1.23,25.6
49.49,4.2,1.07,2.58,121.33,3.09,40
90.21,5.04,4.89,1.66,76.91,1.84,6.13
72.4,4.21,1.34,2.62,188.38,2.55,87.5
98.44,3.04,1.26,1.79,192.98,2.49,99
55.12,4.06,1.52,2.5,124.91,2.55,21
64.35,4.66,1.75,2.6,192.98,2.49,75
80.32,2.55,0.9,1.75,121.33,2.55,83
81.28,4.33,2.01,1.92,121.33,2.62,4.25
106.23,8.8,0.8,1.68,100.42,2.2,1.17
51.64,4.57,2.57,1.65,42.74,0.2,10.2
174.45,7,2.33,1.83,53.31,1.1,0.48
123.64,3,1,1.67,167.12,1.33,7
55.56,4.23,1.61,2.51,128.24,2.55,91
100.5,2.92,1.42,1.91,192.98,2.49,98.5
99.49,5.3,2.1,1.83,164.13,1.1,1.99
66.01,3.57,1.57,1.93,126.89,1.45,11
49.71,4.6,2.6,1.59,3.07,0.09,7.46
73.25,6.34,3.45,1.88,50.13,0.57,3.48
105.46,5.47,2.05,2.02,122.45,1.16,4.61
69.3,5.53,2.48,2.15,122.91,2.88,26
50.91,1.65,1.22,2.01,231.03,0.9,8.35
80.83,6.77,3.7,2.2,134.36,2.27,25
50.7,4.11,1.4,2.5,121.33,2.55,67.5
57.14,4.41,1.56,2.55,122.91,2.49,26.3
72.13,4.67,1.33,2.16,114.89,1.94,10.7
70.6,4.91,1.89,2.64,192.98,2.62,25.6
47.98,3.92,1.41,2.44,128.24,2.49,40
48.91,4.76,1.76,2.21,71.62,2.49,23.5
57.83,4.44,1.58,2.55,128.24,2.55,30
91.26,6,2.4,2.34,189.98,3.98,3
53.65,4.96,2.96,1.64,67.77,0.33,1.86
114.79,6.76,5.24,2.18,99.13,0.12,4.53
84.43,6,2.92,1.94,110.82,1.1,7.6
58.7,5.93,0.45,2.2,105.41,0,1.45
56.41,4.62,1.96,2.52,141.25,2.55,63.1
76.66,6.79,3.71,2.19,134.36,2.81,18.5
56.88,4.75,1.62,2.52,146.5,2.55,77
56.04,4.46,1.55,2.55,122.91,2.49,36.4
56.43,4.4,1.6,2.57,192.98,2.49,80
56.53,4.43,1.55,2.55,122.91,2.49,24
93.7,4.1,2.05,1.35,99.01,0.87,2.97
138.95,3.02,1.02,1.1,13.06,1.1,3.95
15.57,2.76,0.76,1.83,16.17,0.73,24
52.2,4.04,1.41,2.53,122.91,2.55,74.3
111.53,2.39,0.99,2.05,127.24,0.73,1.51
100.39,4.75,2.75,1.68,130.01,0.46,2.8
56.25,4.46,1.85,2.52,141.25,2.55,67
15.15,2.2,0.23,1.59,177.19,0.59,8.6
73.22,5.57,2.83,1.78,98.23,1.36,19
52.6,7.14,1.86,1.95,154.12,1.33,7.9
75.51,6.25,3.35,1.71,96.12,2.18,8.78
69.18,4.22,1.33,2.5,188.38,2.55,95
150.57,4,2,2.09,88.49,0.37,7.75
78.34,3.17,0.83,1.63,191.2,2.49,33
90.69,4.78,4.37,1.67,91.73,0.41,7.15
51.02,4.05,1.42,2.53,122.91,2.55,46
100.78,8.01,3.99,2.2,42.14,0.32,0.4
71.26,4.92,1.88,2.64,192.98,2.62,30.7
49.98,4.92,2.92,1.63,23.96,0.02,3.31
56.06,4.84,1.72,1.63,58.55,0.66,3.74
58.05,5,1.3,2.42,157.06,3.44,64.3
70.26,5.22,2.78,1.78,98.23,1.36,11.83
94.74,3.55,1.55,2.08,192.98,2.49,8.01
51.26,4.01,1.38,2.52,121.33,2.55,47.4
51.19,4.05,1.41,2.52,121.33,2.55,82.8
77.9,4.77,1.62,1.95,108.85,1.48,4.33
74.83,5.53,2.47,2.15,176.22,2.34,10.9
70.55,4.57,2.19,1.83,162.14,0.98,9.8
118.59,2.97,1.28,1.74,191.2,2.49,36.59
36.25,3.93,1.37,2.48,71.62,2.49,32
59.79,5.58,3.48,2.36,63.89,0.68,10.3
80.24,5.9,2.1,1.52,35.38,0.58,2.31
47.05,3.87,1.37,2.44,134.36,2.49,43
96.92,4.53,2.47,2.08,43.79,0.59,4.3
56.45,4.4,1.54,2.55,122.91,2.49,19.8
72.45,5.54,2.86,1.78,114.34,1.29,23.8
57.74,4.4,1.55,2.54,122.91,2.49,24.9
34.02,3.26,1.26,1.59,113.93,0.5,0.05
50.54,4.1,1,2.33,71.62,2.49,30
123.21,5.01,2,2.03,8.89,0.14,0.12
133.86,3.25,1.25,1.31,20.2,0.86,6.2
70.63,5.52,2.88,1.79,114.34,1.29,34.2
76.69,4.52,4,1.61,65.92,0.95,18.4
48.06,4.28,1.73,2.41,184.59,2.49,53.6
58.21,4.3,2.9,1.62,64.82,0.36,4.8
73.92,5.32,2,1.51,43.36,0.58,2.78
49.52,4.15,2.03,1.56,55.04,0.74,1.9
99.28,2.8,1.2,1.66,192.98,2.49,80
105.75,5.58,2.16,1.99,122.45,2.28,2.72
43.14,4.25,1.49,2.52,72.91,2.49,20
179.53,5.31,2.49,1.46,176.19,0.58,1.07
51.37,4,1.39,2.52,122.91,2.55,93.6
15.35,2.7,0.7,1.82,13.49,1.24,34.7
54.12,4.6,1.53,2.54,148.93,2.55,82
130.26,4.92,1.92,2.05,92.38,0.55,3.11
49.65,3.93,1.4,2.54,121.33,2.55,87
79.29,6.4,2,1.81,106.35,1.3,3.27
60.71,4.33,1.44,2.53,188.38,2.55,13
53.41,4.05,1.32,2.49,188.38,2.49,16
47.41,4.09,1.4,2.54,125.32,2.55,82
94.89,3.33,1.32,2,191.2,2.49,36
62.78,5.54,2.46,2.18,122.91,2.88,38
65.53,4.2,1.36,2.49,188.38,2.55,78
87.66,5.92,1.43,1.8,90.42,2.11,2.09
72.36,7.01,3.01,2.08,95.54,0.75,10.16
162.78,7.5,2.5,2.16,87.22,0.26,1.21
230.2,4,1.98,1.3,91.92,0.18,0.7
85.92,4.21,2.14,1.88,128.24,2.49,20
70.96,4.88,2.04,2.66,192.98,2.62,11
56.79,4.44,1.56,2.55,122.91,2.49,2.5
90.45,4.55,2.47,1.71,141.25,2.49,40
85.8,6.86,2.19,1.83,162.14,0.95,2.6
159.49,7.98,4.02,2.19,96.27,0.04,0.25
87.41,2.67,1.07,1.73,192.98,2.49,94.5
105.36,6.33,3,1.93,167,0.68,1.24
80.21,4.52,1.68,2.53,192.98,2.55,95
58.17,4.69,1.8,2.56,124.91,2.34,15.6
70.3,4.67,1.76,2.59,192.98,2.49,34
71.8,2.6,0.91,1.78,126.52,2.55,44
57.14,4.52,1.92,2.51,141.25,2.55,81
56.53,4.4,1.54,2.55,122.91,2.49,34.4
58.38,4.92,1.88,2.51,184.59,3.44,33
97.35,3.01,1.26,1.77,192.98,2.49,82
32.34,4.97,2,2.47,31.87,1.9,0.8
100.36,2.08,0.54,1.56,188.38,2.55,108
92.97,5.02,5.02,1.61,3.04,0.56,8.58
47.31,4.67,1.33,2.3,76.89,1.94,2.85
56.81,4.41,1.55,2.55,122.91,2.49,19
66.81,5.76,2.49,2.15,124.12,2.86,15
75.6,6.33,3.67,2.02,71.93,0.68,4.42
71.97,4.71,1.8,2.6,192.98,2.49,12.1
201.66,3.94,1.94,2.3,92.38,0.55,7.06
71.44,4.09,1.27,2.49,184.59,2.55,96.3
71.52,5.03,4.25,1.97,78.9,1.84,16.8
40.56,5.56,1.56,1.94,146.44,1.35,14
51.09,4.05,1.43,2.54,122.91,2.55,38
65.38,4.13,1.33,2.49,188.38,2.55,107
54.85,4.55,1.41,2.51,151.26,2.55,55.7
181.47,5.2,3.2,1.54,5.26,0.4,1.49
23.03,5.5,2.5,2.81,18.05,0.46,0.26
53.35,4.02,1.41,2.52,122.91,2.55,38
90.77,7.5,0.38,1.92,113.13,1.08,0.9
80.76,4.65,2.25,1.93,28.44,0.98,2.85
206.44,3.73,1.73,2.14,2.82,0.71,6.43
79.27,2.16,0.91,1.76,122.91,2.55,60.1
48.17,4.12,1.35,2.5,191.2,2.49,75
69.88,5.54,2.86,1.78,98.23,1.36,15
180.16,4.68,2.68,1.44,2.46,0.2,6.68
152.39,6.5,4.5,1.83,135.27,0.27,6.26
51.32,4.13,1.47,2.51,121.33,2.55,63
73.78,4.5,2.5,2.09,2.29,0.17,3.5
49.73,3.94,1.4,2.54,121.33,2.55,77.5
58.08,4.99,2.1,2.57,124.91,2.32,18.01
32.46,3.42,1.92,1.87,82.1,0.73,4.5
45.09,4.06,1.4,2.53,121.33,2.55,52
234.87,6,4.03,1.38,186.03,0.28,0.75
15.22,2.6,0.73,1.77,13.49,1.11,38
51.46,4.04,1.42,2.52,122.91,2.55,50
49.74,3.95,1.41,2.54,122.91,2.55,16.2
68.49,5.23,1.98,2.21,31.1,1.01,3.9
138.9,5.61,3.14,2.03,68.47,1.1,1.07
77.35,6.27,3.35,2.04,128.24,2.3,53.7
52.2,3.84,1.21,2.44,184.59,2.55,133.4
55.57,4.48,1.68,2.56,192.98,2.44,37.5
51.48,4.01,1.39,2.52,124.91,2.55,68
182.94,8.83,3.18,2.21,89.31,0.08,0.16
81.79,2.7,0.9,1.68,184.59,2.55,125.2
72.34,3.9,1.9,1.99,2.91,0.2,5.3
82.81,5.37,1.87,2.47,192.98,2.88,4.46
123.36,3.5,1.5,1.69,18.62,1.07,4.3
87.42,3.21,1.21,1.88,122.91,2.49,38.2
50.78,4.12,1.35,2.52,191.2,2.49,85
90.34,7.06,4.14,1.62,136.37,2.2,21.9
42.78,3.97,1.32,2.51,125.32,2.55,67
51.49,3.9,1.37,2.5,121.33,2.55,34
117.83,5.44,1.99,1.91,64.05,0.77,3.8
74.38,6.79,3.71,2.17,134.36,2.81,45.7
83.69,7.03,3.03,2.03,71.75,0.72,12.5
70.56,2.29,1,1.84,121.33,2.55,84
78.46,4.81,1.61,2.69,192.98,2.55,10
58.08,4.4,1.6,2.5,192.98,2.62,93
50.76,4.05,1.38,2.54,121.33,3.09,91
86.46,6,3.76,2.38,16.98,0.39,4.3
93,4.72,2.36,1.49,9.85,0.87,3.78
113.9,7.54,1.48,2.12,28.85,0.6,1.6
57.95,4.45,1.59,2.55,128.24,2.55,16.9
53.89,4,1.33,2.43,195.19,2.49,70
51.09,4.01,1.39,2.53,122.91,2.55,91
73.45,5.5,4.5,1.9,45.01,0.53,0.11
60.2,4.42,1.62,2.55,192.98,2.49,74.6
52.1,4.14,1.37,2.53,191.2,2.49,92
56.38,4.29,1.7,2.5,134.36,2.55,5
74.27,4.28,1.37,2.52,188.38,2.55,49
20.05,4,2,2.22,16.07,0.65,1.45
86.38,4.75,2.15,1.41,32.29,0.55,3.3
122.14,6.41,2.21,1.93,64.35,1.04,1.32
95.17,2.6,1,1.96,127.24,0.73,1.59
114.26,6.73,3.07,1.84,56.18,1.08,4.69
51.06,4,1.38,2.52,121.33,2.55,88.6
51.26,4.08,1.42,2.52,121.33,2.55,53
94.28,5,3,1.59,130.01,0.13,3.6
79.91,5.65,2.75,1.78,81.48,1.29,12.8
37.87,4.08,1.38,2.53,71.62,2.49,98
49.81,3.93,1.4,2.54,121.33,2.55,86
33.68,3.77,2.29,2.05,85.14,0.8,8.8
56.88,4.43,1.57,2.55,128.24,2.55,2.05
85.96,5.32,1.88,2.41,192.98,2.88,9.5
51.69,3.97,1.38,2.51,121.33,2.55,84.8
124.26,6.2,1.8,1.93,167,1.01,1.9
36.98,3,1.67,1.58,83.89,0.03,2.15
54.17,5.54,0.5,2.2,105.41,0,7.36
57.67,4.98,1.31,2.43,157.06,3.44,91.3
120.69,5.67,1.67,1.76,167,1.18,2.03
205.51,3.4,1.4,1.9,2.82,0.71,4.67
77.85,4.71,1.57,1.95,106.85,1.48,8.25
90.55,4.57,2.52,1.9,128.24,2.49,16
60.37,5.61,2.79,1.8,34.84,1.18,16.9
74.36,5.5,2.9,1.78,77.06,1.39,36.8
232.82,4.26,2.26,1.31,5.99,0.08,0.49
51.82,4.42,1.5,2.48,191.2,3.44,19
68.52,5.6,2.8,1.78,106.35,1.3,8.54
49.31,3.98,1.27,2.47,188.38,2.55,117
78.06,3.67,1.67,1.75,16.28,0.79,3.8
80.37,4.3,2.03,1.92,121.33,2.62,6.19
52.92,3.9,1.36,2.48,121.33,2.55,26
56.89,4.41,1.55,2.55,122.91,2.49,15.8
73.79,4.7,1.9,1.89,164.16,0.98,5.07
55.68,3.17,1.5,2.17,188.58,1.73,0.99
112.44,6.96,2.32,2.44,113.25,0.35,7.61
71.31,4.95,1.91,2.36,164.48,2.23,19
80.67,2.33,0.86,1.73,121.33,2.55,33
83.09,5.87,2.83,1.92,112.03,1.1,4.62
76.14,5.53,2.87,1.78,81.48,1.36,35.8
200.3,5.74,4.26,1.44,145.12,0.22,1.85
100.1,5,3,2.25,168.94,1.54,8.91
77.22,4.52,4.02,1.61,65.92,0.41,20
79.85,5.62,2.78,1.78,82.39,1.29,18
46.26,5.91,3.47,2.91,79.95,2.62,7.25
147.73,4.63,1.63,2.24,90.55,0.44,2.6
63.04,5.46,2.94,1.78,48.52,1.36,12.2
48.74,4.15,1.44,2.59,122.91,2.55,64
94.26,7.57,2.71,2.2,30.28,0.27,2.12
93.62,4.73,2.73,1.53,130.01,0.33,9.54
52.88,4.02,1.4,2.52,122.91,2.55,28.3
205.81,5.78,4.22,1.43,145.12,0.22,1.98
87.34,3.22,1.21,1.88,122.91,2.49,30
48.9,3.59,1.59,1.74,109.24,1.01,3.3
154.86,6.01,4.01,1.71,94.98,0.57,6.8
192.05,8.92,2.54,2.3,11.24,0.08,0.21
142.15,3,1,1.12,36.06,0.17,3.28
72.01,5.24,2.26,2.15,122.91,2.88,25.5
66.41,5.06,2.54,1.8,98.83,1.18,36.5
51.89,4.21,1.58,2.54,128.24,2.55,21.9
51.09,7.4,1.8,2.08,51.37,1.39,3
205.62,9,2.5,2.05,131.61,0.9,0.35
60.32,2.26,0.71,1.69,126.52,2.55,119.6
56.09,4.58,1.72,2.55,128.24,2.44,27.5
43.49,3.63,1.63,2.01,79.21,1.33,13
10.32,3,1.67,2.03,5.07,1.57,1.9
110.94,3.5,0.93,2.04,188.38,3.09,98.5
138.88,5.59,3.12,2.03,68.47,1.1,1
81.31,2.3,0.86,1.74,121.33,3.09,90.8
203.79,3,1.67,2.4,10.23,0.21,4.42
55.34,5.64,0.48,2.2,105.41,0,6.6
50.47,3.97,1.22,2.42,121.33,2.55,98
83.13,5.9,2.83,1.92,112.03,1.1,3.35
45.11,4.71,2.71,1.69,22.86,0.36,14.55
58.44,4.96,3.91,2.28,164.48,1.74,13.7
77.11,4.72,4.22,1.73,68.97,0.56,8.3
59.88,4.42,1.61,2.55,192.98,2.49,75
70.63,6.28,3.23,2.16,128.24,2.84,34.1
105.11,5.4,2.6,1.88,162.14,0.98,1.1
49.61,4.27,1.58,2.54,191.2,2.49,62
47.83,3.93,1.4,2.54,121.33,2.55,82
56.97,4.6,1.6,2.51,146.5,2.55,77.4
34.85,4.41,1.02,2.44,47.55,2.51,25
59.83,4.45,1.57,2.55,124.12,2.34,17.2
52.42,5.3,2.38,2.42,135.97,3.44,25.7
66.93,7.04,3.04,2.18,23.13,0.72,7.6
81.07,2.34,0.86,1.73,121.33,2.55,88
105.46,5.47,2.05,2.02,122.45,1.16,5.75
59.22,4.41,1.6,2.55,192.98,2.49,79.5
68.7,5.6,2.8,1.78,106.35,1.3,7.73
87.22,7,4.2,1.64,96.12,2.2,21.5
73.05,4.31,1.37,2.53,188.38,2.55,24
47.3,3.95,1.27,2.48,192.98,2.49,104
150.78,5.67,2.33,1.8,203.95,0.9,6.5
52.18,4.21,1.59,2.52,128.24,2.55,38
